entities,Intermediate,Negative,Positive,General Opinion
"DokeV, Pokémon",1.0,0.0,0.0,Intermediate
"DokeV, Pokémon, MMO",1.0,0.0,0.0,Intermediate
Dolby Vision HDR,0.0,0.0,1.0,Positive
Dominion,2.0,0.0,0.0,Intermediate
"Dominion, https://t.co/NoIsGZXPNU https://t.co/83VivbZLaC",1.0,0.0,0.0,Intermediate
"Domino Data Lab, MLOps",1.0,0.0,0.0,Intermediate
Donkey Kong,2.0,0.0,0.0,Intermediate
DonkeyKong,1.0,0.0,0.0,Intermediate
Doom Eternal,0.0,0.0,1.0,Positive
Doom Eternal's,1.0,2.0,1.0,Negative
Doom Eternal’s,0.0,1.0,0.0,Negative
Doom II,0.0,1.0,0.0,Negative
"Doom Patrol, Foundation",0.0,1.0,0.0,Negative
"Doom Patrol, Garguax, Sandman, DC Comics",0.0,1.0,0.0,Negative
"Doom, https://t.co/CiP6cU1oCM",0.0,1.0,0.0,Negative
Doomscroll,0.0,2.0,0.0,Negative
Dorfromantik,0.0,0.0,1.0,Positive
Double Fine Productions,0.0,0.0,1.0,Positive
Double-A Team,0.0,1.0,0.0,Negative
"Dr Disrespect, AAA",0.0,3.0,0.0,Negative
Dr Dre,1.0,0.0,0.0,Intermediate
"Dr Dre, Franklin",0.0,0.0,2.0,Positive
"Dr Dre, Grand Theft Auto",0.0,0.0,2.0,Positive
DrLupo,2.0,0.0,0.0,Intermediate
Dragon Ball,1.0,0.0,0.0,Intermediate
Dragon Ball Fighterz &,1.0,0.0,0.0,Intermediate
"Dragon Ball Super, Goku",0.0,0.0,1.0,Positive
Dragon Ball Voice,1.0,0.0,0.0,Intermediate
Dragon Quest,2.0,4.0,0.0,Negative
"Dragon Quest XII, The Flames of Fate'",0.0,1.0,0.0,Negative
DragonQuest,1.0,0.0,0.0,Intermediate
Dragonite,0.0,0.0,1.0,Positive
Dragonspine,0.0,0.0,1.0,Positive
Drake,0.0,1.0,0.0,Negative
Drake Star,0.0,0.0,1.0,Positive
Drake Star Partners: Game,1.0,0.0,0.0,Intermediate
"Draknek Direct, Sokobond Express",1.0,0.0,0.0,Intermediate
Dramatic Labs,1.0,0.0,0.0,Intermediate
Dramatic Labs at Game Awards,0.0,0.0,1.0,Positive
"Dramatic Labs, Telltale",1.0,0.0,0.0,Intermediate
"Dread Delusion, RPG, the Steam Next Fest",0.0,1.0,0.0,Negative
"Dread, Metroid",0.0,2.0,0.0,Negative
"DreadDelusion, RPG",1.0,0.0,0.0,Intermediate
Dream Games,0.0,0.0,1.0,Positive
DreamCraft,1.0,0.0,1.0,Intermediate
"Dreamcast, SegaDreamcast",0.0,1.0,0.0,Negative
Dreamscape,0.0,0.0,2.0,Positive
"Dreamscape, Zoe Immersive, VR",1.0,0.0,0.0,Intermediate
"DriveClub, MotorStorm",1.0,0.0,0.0,Intermediate
Driveclub,1.0,0.0,0.0,Intermediate
Drop,1.0,0.0,0.0,Intermediate
Drop of Pixel,0.0,1.0,0.0,Negative
Drummer - https://t.co/k87IBTU3AT,1.0,0.0,0.0,Intermediate
DualSense,5.0,1.0,2.0,Intermediate
"DualSense, Android",0.0,0.0,1.0,Positive
"DualSense, Joy-Cons, Genesis",1.0,0.0,0.0,Intermediate
"DualSense, Operators, Xbox, PlayStation",0.0,0.0,1.0,Positive
"DualSense, PlayStation",1.0,0.0,0.0,Intermediate
"DualSense, Sony",0.0,1.0,0.0,Negative
"DualSense, Starlight Blue",0.0,0.0,1.0,Positive
"DualSense, Xbox, PlayStation",0.0,0.0,1.0,Positive
"DualSense, https://t.co/yvIy241fgT https://t.co/1PATqDnu6f",0.0,0.0,1.0,Positive
"DualSense, the Galaxy Collection",1.0,0.0,0.0,Intermediate
Duke Nukem,0.0,0.0,1.0,Positive
"Dukes, AOE2",0.0,0.0,1.0,Positive
DuncanJones,0.0,0.0,1.0,Positive
Dundee,0.0,0.0,1.0,Positive
Dune,2.0,0.0,2.0,Intermediate
Dune 2,1.0,0.0,0.0,Intermediate
Dune RTS,0.0,0.0,1.0,Positive
Dune https://t.co/990PWYPvRO,0.0,1.0,0.0,Negative
"Dungeon Encounters, Final Fantasy 6 - https://t.co/Fz0pZBhiv0",1.0,0.0,0.0,Intermediate
Dungeons &,3.0,1.0,1.0,Intermediate
"Dungeons &, Dark Alliance",1.0,0.0,1.0,Intermediate
"Dungeons &, Dark Alliance'",1.0,0.0,0.0,Intermediate
"Dungeons &, Dragons",0.0,0.0,1.0,Positive
"Dungeons &, Dragons Basic Set https://t.co/gIdky0x0Vg https://t.co/NZWPyTUiWv",0.0,0.0,1.0,Positive
"Dungeons &, Extra Life, IGN, TikTok",0.0,0.0,2.0,Positive
"Dungeons &, Fizban, Treasury",0.0,0.0,1.0,Positive
"Dungeons &, Magic",1.0,0.0,0.0,Intermediate
"Dwarfs, Thrones",0.0,0.0,1.0,Positive
Dying Light 2,5.0,1.0,2.0,Intermediate
Dying Light 2's,0.0,0.0,3.0,Positive
"Dying Light 2, Techland",1.0,1.0,0.0,Intermediate
"Dying Light 2, https://t.co/Gm0I9tigm6",0.0,0.0,1.0,Positive
Dynasty Studios,1.0,0.0,0.0,Intermediate
Dyson Sphere Program,1.0,0.0,0.0,Intermediate
"Dyson Sphere Program, https://t.co/hdAhHUrOv8",0.0,0.0,1.0,Positive
"E3, https://t.co/Ipp4qBndJJ",0.0,1.0,0.0,Negative
EA,29.0,39.0,21.0,Negative
EA #Motive’s,1.0,0.0,0.0,Intermediate
EA #Sports,1.0,0.0,0.0,Intermediate
EA CFO,3.0,0.0,0.0,Intermediate
"EA CFO, COO, CFO",1.0,0.0,0.0,Intermediate
EA Original Lost,2.0,0.0,0.0,Intermediate
EA Play,0.0,0.0,2.0,Positive
"EA Play https://t.co/NtucI0we5y, @jeffgrubb",0.0,2.0,0.0,Negative
EA Play https://t.co/zWH896ODPK,0.0,2.0,0.0,Negative
EA Sports,3.0,1.0,0.0,Intermediate
EA Sports NHL,1.0,0.0,0.0,Intermediate
"EA Sports', NFL",0.0,1.0,0.0,Negative
"EA Sports, NFL",1.0,0.0,0.0,Intermediate
EA cancels ',0.0,1.0,0.0,Negative
EA https://t.co/GmEFBte8PN,0.0,1.0,0.0,Negative
EA marks,1.0,0.0,0.0,Intermediate
"EA renews FIFPRO, FIFA",3.0,0.0,1.0,Intermediate
"EA renews contract, FIFPRO, FIFA",0.0,0.0,1.0,Positive
EA's Origin Black,1.0,0.0,0.0,Intermediate
"EA's PGA Tour, LPGA's, The Amundi Evian Championship, @jeffgrubb",0.0,0.0,1.0,Positive
"EA's Respawn Entertainment, XCOM",0.0,1.0,0.0,Negative
"EA, @jeffgrubb",1.0,0.0,0.0,Intermediate
"EA, Amazon",0.0,0.0,1.0,Positive
"EA, Apex Legends'",0.0,0.0,4.0,Positive
"EA, Arc Raiders",0.0,1.0,0.0,Negative
"EA, ArcRaiders",2.0,0.0,0.0,Intermediate
"EA, ArcShooters",2.0,0.0,0.0,Intermediate
"EA, Bit Reactor",0.0,1.0,0.0,Negative
"EA, Bungie",2.0,0.0,0.0,Intermediate
"EA, COO",1.0,0.0,0.0,Intermediate
"EA, Campus Legends, NFL",1.0,0.0,0.0,Intermediate
"EA, Carnaval in The Sims 4",0.0,0.0,1.0,Positive
"EA, Christmases, GFK",0.0,0.0,1.0,Positive
"EA, Codemasters",2.0,0.0,0.0,Intermediate
"EA, EA Desktop'",0.0,1.0,0.0,Negative
"EA, Electronic Arts",0.0,0.0,1.0,Positive
"EA, FIFA",10.0,7.0,7.0,Intermediate
"EA, FIFA Ultimate Team",1.0,0.0,1.0,Intermediate
"EA, FIFA, FIFA",1.0,0.0,0.0,Intermediate
"EA, FIFA, FIFA, Call of Duty",0.0,1.0,0.0,Negative
"EA, FIFA, Preview Packs",1.0,0.0,0.0,Intermediate
"EA, FIFA, Ultimate Team",3.0,0.0,0.0,Intermediate
"EA, FIFPRO",0.0,0.0,1.0,Positive
"EA, FIFPRO, FIFA",0.0,0.0,1.0,Positive
"EA, FPS",0.0,1.0,0.0,Negative
"EA, FPS, Halo’s",1.0,0.0,0.0,Intermediate
"EA, Fuzzybot",0.0,0.0,4.0,Positive
"EA, GOG",2.0,0.0,0.0,Intermediate
"EA, GeForce Now",0.0,2.0,0.0,Negative
"EA, Google",1.0,0.0,0.0,Intermediate
"EA, IP",0.0,2.0,0.0,Negative
"EA, Mass Effect",0.0,1.0,0.0,Negative
"EA, Microsoft, CFO",2.0,0.0,0.0,Intermediate
"EA, NotE3",0.0,1.0,0.0,Negative
"EA, PS5/XsX
https://t.co/LLMypCMwKx",1.0,0.0,0.0,Intermediate
"EA, Q4",1.0,0.0,0.0,Intermediate
"EA, Shadow",0.0,0.0,2.0,Positive
"EA, Skate 2, Xbox",0.0,1.0,0.0,Negative
"EA, Super Mega Baseball'",0.0,0.0,1.0,Positive
"EA, Ultimate Team",0.0,1.0,0.0,Negative
"EA, Velan Studios",1.0,0.0,0.0,Intermediate
"EA, https://t.co/7FpgQG8kjA",0.0,1.0,0.0,Negative
"EA, https://t.co/Dw12L9VVNK",0.0,1.0,0.0,Negative
"EA, https://t.co/EovkrGKU3R",0.0,1.0,0.0,Negative
"EA, https://t.co/SN4fQVVcWx",0.0,0.0,1.0,Positive
"EA, https://t.co/Uunyod3pPG https://t.co/644qRCGbDz",0.0,1.0,0.0,Negative
"EA, https://t.co/WwhPhBL554",1.0,0.0,0.0,Intermediate
"EA, https://t.co/pCxjsgVUpI",0.0,1.0,0.0,Negative
"EA’s PGA Tour, LPGA’s The Amundi Evian Championship",0.0,0.0,1.0,Positive
EA’s Patent Pledge,0.0,0.0,1.0,Positive
EA’s Ultimate Team,1.0,0.0,0.0,Intermediate
EDF,0.0,1.0,0.0,Negative
"EDM, Sonic",1.0,0.0,0.0,Intermediate
EEOC,0.0,5.0,2.0,Negative
"EEOC, EEOC",0.0,1.0,0.0,Negative
EGS,1.0,1.0,0.0,Intermediate
EGX,7.0,1.0,1.0,Intermediate
EGX Birmingham,1.0,0.0,0.0,Intermediate
EGX Birmingham 2022,2.0,0.0,0.0,Intermediate
"EGX Birmingham, Academy",0.0,0.0,1.0,Positive
"EGX Birmingham, EGX London",0.0,1.0,0.0,Negative
"EGX, BST, @APZonerunner",1.0,0.0,0.0,Intermediate
"EGX, COVID-19",1.0,0.0,0.0,Intermediate
"EGX, Eurogamer YouTube",0.0,1.0,0.0,Negative
"EGX, https://t.co/c0xHBTgZBH",0.0,0.0,1.0,Positive
EIC,1.0,0.0,0.0,Intermediate
"ELEX, ELEX",0.0,1.0,0.0,Negative
EMEA,2.0,1.0,0.0,Intermediate
EP,1.0,0.0,0.0,Intermediate
EREN,0.0,1.0,0.0,Negative
ESA,1.0,3.0,1.0,Negative
ESL,3.0,0.0,0.0,Intermediate
"ESL, DreamHack",1.0,0.0,0.0,Intermediate
"ESL, Savvy Gaming Group",3.0,0.0,0.0,Intermediate
ESRB,2.0,1.0,0.0,Intermediate
"ESRB, @jeffgrubb",1.0,0.0,0.0,Intermediate
ET https://t.co/TVecZx88aS,1.0,0.0,0.0,Intermediate
EU,2.0,0.0,0.0,Intermediate
EU General Court,0.0,0.0,1.0,Positive
"EU General Court, Sony",0.0,0.0,1.0,Positive
EVE Fanfest,1.0,0.0,0.0,Intermediate
EVE Online,0.0,2.0,0.0,Negative
"EWS, The Electronic Wireless Show",0.0,0.0,1.0,Positive
"EWS, Warhammer 40k, FatBlood",0.0,0.0,1.0,Positive
"EXTREMELY, Paul &",0.0,0.0,1.0,Positive
Eager Edge,0.0,0.0,1.0,Positive
Eagle,1.0,0.0,0.0,Intermediate
Early Access,3.0,1.0,0.0,Intermediate
EarlyAccess https://t.co/uSyqV3TOkw,1.0,0.0,0.0,Intermediate
EarthBound,2.0,0.0,0.0,Intermediate
EarthwormJim,1.0,0.0,0.0,Intermediate
Easter,1.0,1.0,3.0,Positive
"Easter Eggs, Digital",0.0,0.0,1.0,Positive
"Easter, https://t.co/OjeoaEVaf9",1.0,0.0,0.0,Intermediate
"Eastshade Studios, RPG, https://t.co/DmB6xeGhB8",1.0,0.0,0.0,Intermediate
"Eastshade, https://t.co/vlmArd8BIi",1.0,0.0,0.0,Intermediate
Eastward,0.0,0.0,1.0,Positive
"Eastward, RPG",1.0,0.0,2.0,Positive
Easy Anti-Cheat,0.0,0.0,2.0,Positive
Ebay,0.0,1.0,0.0,Negative
Ebuyer,1.0,0.0,0.0,Intermediate
Echo Generation's,0.0,1.0,0.0,Negative
Eclipse,0.0,1.0,1.0,Negative
"Ed Fries, Phoena Pang, Google",2.0,0.0,0.0,Intermediate
Edge,0.0,1.0,2.0,Positive
Edge of Eternity,1.0,0.0,0.0,Intermediate
Editor,1.0,0.0,1.0,Intermediate
Education,0.0,0.0,1.0,Positive
Effect,1.0,1.0,0.0,Intermediate
"Effect, Expedition",1.0,0.0,0.0,Intermediate
EiC,0.0,0.0,1.0,Positive
Eidos Montreal,5.0,0.0,1.0,Intermediate
"Eidos Montreal, AAA",0.0,0.0,2.0,Positive
"Eidos Montreal, Eidos Sherbrooke",1.0,0.0,0.0,Intermediate
"Eidos Montreal, GuardiansoftheGalaxy",0.0,0.0,1.0,Positive
Eidos' Quebec,1.0,0.0,0.0,Intermediate
Eidos-Montréal's,0.0,0.0,1.0,Positive
Eldar,1.0,0.0,0.0,Intermediate
Elden,0.0,1.0,0.0,Negative
Elden Ring,1.0,1.0,0.0,Intermediate
"Elden Ring, FromSoftware, Armored Core",1.0,0.0,0.0,Intermediate
ElecHead,0.0,0.0,1.0,Positive
"Electronic Arts, EA Mobile",2.0,0.0,0.0,Intermediate
"Electronic Arts, FIFA",0.0,0.0,1.0,Positive
"Electronic Arts, MMO, IP",0.0,1.0,0.0,Negative
Elgato Facecam,0.0,0.0,1.0,Positive
"Elgato Facecam, @jeffgrubb",0.0,0.0,2.0,Positive
Elite Operators,0.0,0.0,1.0,Positive
Elite3D,1.0,0.0,0.0,Intermediate
"Elite3D, 31st Union, Global Service",1.0,0.0,0.0,Intermediate
"Elite3D, 31st Union, IP",1.0,0.0,0.0,Intermediate
"Elite3D, 31st Union, K Publishing",1.0,0.0,0.0,Intermediate
Elk,0.0,0.0,1.0,Positive
Ella Romanos,0.0,1.0,1.0,Negative
Elodie Games,3.0,0.0,0.0,Intermediate
Elric of Melniboné,1.0,0.0,0.0,Intermediate
Elwynn Forest,0.0,0.0,1.0,Positive
"EmbarkStudios, ARCRaiders",0.0,1.0,0.0,Negative
Ember Lab,1.0,0.0,0.0,Intermediate
Embracer,2.0,0.0,0.0,Intermediate
Embracer Group,4.0,0.0,2.0,Intermediate
"Embracer Group's, Perfect World Entertainment",0.0,0.0,1.0,Positive
"Embracer Group, Demiurge Studios, Smartphone Labs",0.0,0.0,1.0,Positive
"Embracer Group, Duke Nukem",1.0,0.0,0.0,Intermediate
"Embracer Group, Smartphone Labs

https://t.co/ZuYCORPPpf",1.0,0.0,0.0,Intermediate
"Embracer Group, Smartphone Labs
https://t.co/OuqmNxAN2Y",1.0,0.0,0.0,Intermediate
"Embracer Group, World Entertainment",0.0,0.0,1.0,Positive
"Embracer Group, World North America, World Publishing, Cryptic Studios, Digic Holding",0.0,0.0,1.0,Positive
"Embracer, Amplifier Game Invest, Goose Byte Games",1.0,0.0,0.0,Intermediate
"Embracer, Asmodee",1.0,0.0,0.0,Intermediate
"Embracer, DigixArt",0.0,0.0,2.0,Positive
"Embracer, Digixart",0.0,2.0,0.0,Negative
"Embracer, Digixart
https://t.co/a8PMqHwWQS",0.0,1.0,0.0,Negative
"Embracer, Digixart
https://t.co/h6JMYlQXJA",0.0,1.0,0.0,Negative
"Embracer, Perfect World Entertainment",0.0,0.0,2.0,Positive
"Embracer, Perfect World, Cryptic Studios",0.0,0.0,1.0,Positive
"Embracer, Saber Interactive, @jeffgrubb",1.0,0.0,0.0,Intermediate
"Embracer, Shiver Entertainment",0.0,0.0,1.0,Positive
"Emily Stonehouse, the Metaverse 2",0.0,0.0,1.0,Positive
"Emirati, Jawaker",3.0,0.0,0.0,Intermediate
"Empire &, Exile",0.0,0.0,1.0,Positive
Empyreum housing district https://t.co/tnhhSo9Vcn,1.0,0.0,0.0,Intermediate
Endless Dungeon,1.0,0.0,0.0,Intermediate
Endless Dungeon',0.0,0.0,1.0,Positive
Endwalker,7.0,6.0,8.0,Positive
Endwalker EX,1.0,0.0,0.0,Intermediate
Endwalker https://t.co/Lp975laUTy https://t.co/55ZA3Z0vQg,1.0,0.0,0.0,Intermediate
Endwalker https://t.co/jUUA2jqRQR,1.0,0.0,0.0,Intermediate
"Endwalker, Final Fantasy 14",0.0,0.0,1.0,Positive
"Endwalker, Final Fantasy, @leifjohnson",0.0,0.0,1.0,Positive
"Endwalker, Red Mage",0.0,0.0,1.0,Positive
"Endwalker, Red Mage, https://t.co/aXB6IksQWC",0.0,0.0,1.0,Positive
"Endwalker, https://t.co/LmHmAoIdMy",1.0,0.0,0.0,Intermediate
"Endwalker, https://t.co/eD1PjL2Stc",0.0,1.0,0.0,Negative
Endwalker’s Heavensturn,1.0,0.0,0.0,Intermediate
Energy Amplifier Fruition,0.0,0.0,1.0,Positive
Engadget,0.0,0.0,3.0,Positive
EngineOwning,0.0,1.0,0.0,Negative
Enhanced Edition,1.0,0.0,0.0,Intermediate
Epic,3.0,2.0,2.0,Intermediate
Epic / Riot,0.0,1.0,0.0,Negative
Epic Games,11.0,0.0,6.0,Intermediate
Epic Games Publishing,3.0,0.0,0.0,Intermediate
Epic Games Store,0.0,1.0,0.0,Negative
"Epic Games, Apple",0.0,1.0,0.0,Negative
"Epic Games, Fortnite, Metaverse",1.0,0.0,0.0,Intermediate
"Epic Games, Google",0.0,1.0,0.0,Negative
"Epic Games, Mediatonic https://t.co/Ibgh1sAUM3",1.0,0.0,0.0,Intermediate
"Epic Games, Rock Band",1.0,0.0,0.0,Intermediate
"Epic Games, Rock Band and Dance Central creator Harmonix",0.0,0.0,1.0,Positive
"Epic Games, Rock Band, Fortnite",0.0,0.0,2.0,Positive
"Epic Games, Rocket League'",1.0,0.0,0.0,Intermediate
"Epic Games, Sketchfab",0.0,0.0,4.0,Positive
"Epic Games, Sketchfab https://t.co/xVhr3t69aG",2.0,0.0,0.0,Intermediate
"Epic Games, Spire Animation’s",1.0,0.0,0.0,Intermediate
"Epic Games, Unreal Engine",0.0,0.0,1.0,Positive
"Epic Games, https://t.co/ugJ12WrLig",0.0,0.0,1.0,Positive
Epic Store,0.0,0.0,1.0,Positive
Epic's Easy Anti-Cheat,0.0,0.0,1.0,Positive
"Epic, Apple",2.0,4.0,1.0,Negative
"Epic, Apple, Fortnite",0.0,0.0,2.0,Positive
"Epic, Apple, https://t.co/Ch9fDVQMSs",0.0,0.0,1.0,Positive
"Epic, Epic Games Publishing, https://t.co/ZTqZb8ksrU",1.0,0.0,0.0,Intermediate
"Epic, Fortnite",2.0,0.0,0.0,Intermediate
"Epic, Fortnite, BioWare's Command &",0.0,0.0,1.0,Positive
"Epic, Unity",0.0,0.0,1.0,Positive
"Epic, https://t.co",0.0,1.0,0.0,Negative
EpicGames,1.0,0.0,0.0,Intermediate
"EpicGames, Fortnite",0.0,0.0,1.0,Positive
Episode 4,1.0,0.0,0.0,Intermediate
Escapists,0.0,0.0,1.0,Positive
Eternals,1.0,0.0,0.0,Intermediate
Eurogamer,3.0,0.0,4.0,Positive
"Eurogamer Newscast Special, Microsoft",0.0,0.0,1.0,Positive
Eurogamer Podcast,0.0,0.0,2.0,Positive
Eurogamer Premium,0.0,0.0,1.0,Positive
"Eurogamer, @tomphillipsEG",1.0,0.0,0.0,Intermediate
EveOnline,0.0,1.0,0.0,Negative
Evercade,2.0,3.0,0.0,Negative
"Evercade, https://t.co/zLXBlQZAQZ",0.0,0.0,1.0,Positive
Everspace,1.0,0.0,0.0,Intermediate
Everwild,1.0,0.0,0.0,Intermediate
EvilTonight,1.0,0.0,0.0,Intermediate
Evolution Studios,1.0,0.0,0.0,Intermediate
Ewan McGregor’s,0.0,1.0,0.0,Negative
Ex-BioWare,2.0,0.0,0.0,Intermediate
Ex-Blizzard,0.0,2.0,0.0,Negative
Ex-Electric Square,1.0,0.0,0.0,Intermediate
Ex-King,1.0,0.0,0.0,Intermediate
"Ex-King, Starform, https://t.co/vWHC9gE2dx",1.0,0.0,0.0,Intermediate
Ex-Mass Effect,0.0,0.0,2.0,Positive
Ex-Telltale Games,1.0,0.0,0.0,Intermediate
"Ex-Telltale, Star Trek",1.0,0.0,0.0,Intermediate
Ex-XCOM,0.0,0.0,1.0,Positive
Ex-Yakuza,1.0,0.0,0.0,Intermediate
Execs,0.0,0.0,1.0,Positive
Executive,1.0,0.0,0.0,Intermediate
Exile,0.0,1.0,1.0,Negative
Exit Games,2.0,0.0,0.0,Intermediate
"Exit Plan Games', Venture Inc",0.0,0.0,1.0,Positive
Exo One,1.0,0.0,1.0,Intermediate
Exo One's,0.0,0.0,1.0,Positive
"Exo One, ARK",0.0,0.0,1.0,Positive
"Exo One, Undungeon, https://t.co/tWP2EyaqZs",0.0,1.0,0.0,Negative
"Exo One, sci-fi",0.0,0.0,1.0,Positive
"Exodus, https://t.co/o8yC9Qa869",1.0,0.0,0.0,Intermediate
"Expanse, @JamesSACorey",1.0,0.0,0.0,Intermediate
Expeditions,0.0,0.0,2.0,Positive
"Extraction 2, https://t.co/fNVpB2jiGE",0.0,0.0,1.0,Positive
Eye,2.0,0.0,0.0,Intermediate
EyesOut,1.0,0.0,0.0,Intermediate
"EyesOut, https://t.co/PQhQesLYzb",0.0,0.0,1.0,Positive
"F-Zero, SNES",2.0,0.0,0.0,Intermediate
F.I.S.T Forged,0.0,1.0,0.0,Negative
F1,0.0,0.0,2.0,Positive
"F1, NASCAR, https://t.co/CNGFGoxC5H https://t.co/DFvrHz49t9",1.0,0.0,0.0,Intermediate
F2 - Cem Bolukbasi,1.0,0.0,0.0,Intermediate
FAQ,2.0,0.0,0.0,Intermediate
"FAQ, Microsoft",0.0,2.0,0.0,Negative
"FAQ, https://t.co/LZwRZb0aq5",1.0,0.0,0.0,Intermediate
FCC,2.0,0.0,0.0,Intermediate
FFXIV,1.0,1.0,2.0,Positive
FFXIV Endwalker,1.0,1.0,1.0,Intermediate
"FFXIV Endwalker, the All Saints’ Wake",0.0,1.0,0.0,Negative
FFXIV Reaper,1.0,0.0,0.0,Intermediate
FFXIV Sage job,1.0,0.0,0.0,Intermediate
"FFXIV, Ceremony of Eternal Bonding",0.0,1.0,0.0,Negative
"FFXIV, Endwalker",1.0,0.0,0.0,Intermediate
"FFXIV, Reaper",1.0,0.0,0.0,Intermediate
"FGC, Melty Blood: Type Lumina",0.0,1.0,0.0,Negative
FIFA,12.0,9.0,8.0,Intermediate
FIFA Mobile,1.0,0.0,0.0,Intermediate
"FIFA Mobile, https://t.co/w1BxqS2b2s",1.0,0.0,0.0,Intermediate
FIFA Ultimate Team,1.0,1.0,0.0,Intermediate
"FIFA Ultimate Team, FIFA",2.0,0.0,0.0,Intermediate
"FIFA Ultimate Team, FIFA Points",1.0,0.0,0.0,Intermediate
"FIFA, Call of Duty",1.0,0.0,0.0,Intermediate
"FIFA, Dark Pictures Anthology",1.0,0.0,0.0,Intermediate
"FIFA, EA",7.0,4.0,5.0,Intermediate
"FIFA, EA - https://t.co/DB498yOLYW",1.0,0.0,0.0,Intermediate
"FIFA, EA Sports FC",1.0,0.0,0.0,Intermediate
"FIFA, EA, FIFA",0.0,1.0,0.0,Negative
"FIFA, FIFA",3.0,0.0,1.0,Intermediate
"FIFA, FIFA, EA Sports",1.0,0.0,0.0,Intermediate
"FIFA, Fortnite, PlayStation Store's",0.0,0.0,2.0,Positive
"FIFA, GTA The Trilogy: Definitive Edition, https://t.co/N4IXrAdATw",1.0,0.0,0.0,Intermediate
"FIFA, GTA Trilogy",1.0,0.0,0.0,Intermediate
"FIFA, HyperMotion, https://t.co/J8NuNiavdH",1.0,0.0,0.0,Intermediate
"FIFA, Metroid Dread",0.0,1.0,0.0,Negative
"FIFA, NBA, the PS Store",1.0,0.0,0.0,Intermediate
"FIFA, NBA, the PS Store, https://t.co/yNWoP6hkk2",1.0,0.0,0.0,Intermediate
"FIFA, Nintendo",0.0,0.0,1.0,Positive
"FIFA, Sonic, Hot Wheels",1.0,0.0,0.0,Intermediate
"FIFA, Tales of Arise, Deathloop, &amp",0.0,0.0,1.0,Positive
"FIFA, Ultimate Team",1.0,0.0,0.0,Intermediate
"FIFA, Ultimate Team, EA",0.0,1.0,0.0,Negative
"FIFA, https://t.co/ERqB4NGYFt",1.0,0.0,0.0,Intermediate
"FIFA, https://t.co/eaPSqOYWa1",1.0,0.0,0.0,Intermediate
"FIFA, https://t.co/maaxZ3OFdH",1.0,0.0,0.0,Intermediate
FMV,0.0,1.0,0.0,Negative
FOV,1.0,0.0,0.0,Intermediate
"FOV, WarzonePacific",1.0,0.0,0.0,Intermediate
FPS,13.0,3.0,6.0,Intermediate
FPS Splitgate's,0.0,0.0,1.0,Positive
"FPS, Amazon",0.0,0.0,1.0,Positive
"FPS, Lovecraft",0.0,1.0,0.0,Negative
"FPS, Xbox",1.0,0.0,0.0,Intermediate
"FPS, https://t.co/Ekxjo6lo9C",0.0,0.0,1.0,Positive
"FPS, https://t.co/KgiDLXRWNA",0.0,1.0,0.0,Negative
"FPS, https://t.co/W6EPqiF0KR",0.0,1.0,0.0,Negative
"FPS, sci-fi",1.0,0.0,0.0,Intermediate
FREE,0.0,0.0,1.0,Positive
"FREE, Fortnite",0.0,0.0,1.0,Positive
"FSR, DLSS",0.0,0.0,1.0,Positive
FTC,1.0,0.0,1.0,Intermediate
"FTC, Meta, VR",2.0,0.0,0.0,Intermediate
"FTC, Microsoft",4.0,1.0,1.0,Intermediate
"FTC, Microsoft, ActivisionBlizzard",1.0,0.0,0.0,Intermediate
"FTC, Nvidia",0.0,1.0,0.0,Negative
"FTC, VR",1.0,0.0,0.0,Intermediate
"FTC, https://t.co/ZBu1Pyj7eF",1.0,0.0,0.0,Intermediate
"FTC, the Justice Department",1.0,0.0,0.0,Intermediate
FUN,1.0,0.0,0.0,Intermediate
"FX, City Primeval",0.0,0.0,1.0,Positive
Fabius Maximus,0.0,0.0,1.0,Positive
"Fable, Playground Games",1.0,0.0,0.0,Intermediate
Facebook,3.0,0.0,1.0,Intermediate
"Facebook Connect, https://t.co/HKMwot7f10",0.0,1.0,0.0,Negative
Facebook Gaming,1.0,0.0,0.0,Intermediate
Facebook Gaming https://t.co/Ne4yqUmaiK,0.0,1.0,0.0,Negative
Facebook's Meta,1.0,0.0,0.0,Intermediate
Falcon,1.0,0.0,0.0,Intermediate
"Falcon Age, RPG, Thirsty Suitors",0.0,0.0,1.0,Positive
"Falcon, Thirsty Suitors",1.0,0.0,0.0,Intermediate
Fall Guys,1.0,0.0,0.0,Intermediate
Fall Guys!,1.0,0.0,0.0,Intermediate
"Fall Guys, Rocket League, Fortnite - https://t.co/ZYada9g8nc",1.0,0.0,0.0,Intermediate
"Fall, Ghostrunner",1.0,0.0,0.0,Intermediate
Falling Frontier,0.0,1.0,0.0,Negative
Fallout 3’s Pittsburgh,1.0,0.0,0.0,Intermediate
Famicom Detective Club,1.0,0.0,0.0,Intermediate
Famicom Detective Club',1.0,0.0,0.0,Intermediate
Famitsu,0.0,1.0,0.0,Negative
"Famitsu, https://t.co/q6XJ2rU0yF",1.0,0.0,0.0,Intermediate
Fanatical,1.0,0.0,0.0,Intermediate
Far Cry,0.0,12.0,1.0,Negative
"Far Cry 2, Far Cry - https://t.co/DTBBM2Pk3a https://t.co/cFSEx6GNxK",0.0,1.0,0.0,Negative
Far Cry 3,0.0,0.0,1.0,Positive
Far Cry 4,0.0,1.0,0.0,Negative
Far Cry 6,3.0,6.0,0.0,Negative
